Year;Rank;School;Location;Median_VCE_Score
2013;227;Holmesglen Institute of TAFE Holmesglen;Chadstone;23
2013;228;Holmesglen Institute of TAFE Moorabbin;Moorabbin;28
2013;229;Hopetoun P-12 College;Hopetoun;30
2013;230;Hoppers Crossing Secondary College;Hoppers Crossing;26
2013;231;Horsham College;Horsham;29
2013;232;Hume Anglican Grammar;Mickleham;29
2013;233;Hume Central Secondary College Town Park;Broadmeadows;23
2013;234;Huntingtower School;Mount Waverley;36
2013;235;Ilim College of Australia;Broadmeadows;29
2013;236;Ivanhoe Girls Grammar School;Ivanhoe;34
2013;237;Ivanhoe Grammar School Plenty;Doreen;33
2013;238;Ivanhoe Grammar School Ridgeway;Ivanhoe;34
2013;239;John Fawkner College;Fawkner;25
2013;240;John Monash Science School;Clayton;35
2013;241;John Paul College;Frankston;28
2013;242;Kambrya College;Berwick;30
2013;243;Kangan Institute of TAFE;Broadmeadows;21
2013;244;Kaniva P-12 College;Kaniva;27
2013;245;Kardinia International College;Bell Post Hill;32
2013;246;Karen Brigetta Crump School of Dance;Drouin;N/A
2013;247;Keilor Downs College;Keilor Downs;29
2013;248;Kensington Community High School;Kensington;0
2013;249;Kerang Technical High School;Kerang;25
2013;250;Kew High School;Kew East;31
2013;251;Keysborough Learning Centre;Keysborough;0
2013;252;Keysborough Secondary College Acacia;Keysborough;25
2013;253;Keysborough Secondary College Banksia;Springvale South;27
2013;254;Kilbreda College;Mentone;31
2013;255;Killester College;Springvale;30
2013;256;Kilvington Grammar School;Ormond;34
2013;257;Kings College;Warrnambool;30
2013;258;Kingswood College;Box Hill;32
2013;259;Kolbe Catholic College;Greenvale Lakes;25
2013;260;Koo Wee Rup Secondary College;Koo Wee Rup;27
2013;261;Koonung Secondary College;Mont Albert North;31
2013;262;Korean Language School of Melbourne;Prahran;N/A
2013;263;Korowa Anglican Girls School;Glen Iris;35
2013;264;Korumburra Secondary College;Korumburra;28
2013;265;Kurnai College Churchill Campus;Churchill;26
2013;266;Kurnai College University Campus;Churchill;N/A
2013;267;Kurunjang Secondary College;Melton;23
2013;268;Kyabram Secondary College;Kyabram;27
2013;269;Kyneton High School;Kyneton;25
2013;270;Lac Hong Vietnamese School St Albans;St Albans;N/A
2013;271;Lac Hong Vietnamese School Sunshine West;Sunshine West;N/A
2013;272;Lake Bolac College;Lake Bolac;28
2013;273;Lakes Entrance Secondary College;Lakes Entrance;25
2013;274;Lakeside Lutheran College;Pakenham;27
2013;275;Lakeview Senior College;Caroline Springs;27
2013;276;Lalor North Secondary College;Epping;25
2013;277;Lalor Secondary College;Lalor;29
2013;278;Lara Secondary College;Lara;27
2013;279;Lauriston Girls School;Armadale;37
2013;280;Lavalla Catholic College;Traralgon;29
2013;281;Lavers Hill K-12 College;Lavers Hill;33
2013;282;Laverton P-12 College;Laverton;20
2013;283;Leibler Yavneh College;Elsternwick;36
2013;284;Leongatha Secondary College;Leongatha;29
2013;285;Lighthouse Christian College;Keysborough;31
2013;286;Lighthouse Christian College Cranbourne;Cranbourne;29
2013;287;Lilydale Adventist Academy;Lilydale;31
2013;288;Lilydale Heights College;Lilydale;25
2013;289;Lilydale High School;Lilydale;27
2013;290;Little Yarra Steiner School;Yarra Junction;0
2013;291;Loreto College;Ballarat;31
2013;292;Loreto Mandeville Hall;Toorak;36
2013;293;Lorne-Aireys Inlet P-12 College;Lorne;29
2013;294;Lowanna College;Newborough;26
2013;295;Lowther Hall Anglican Grammar School;Essendon;35
2013;296;Loyola College;Watsonia;30
2013;297;Luther College;Croydon Hills;33
2013;298;Lynall Hall Community School;Richmond;22
2013;299;Lyndale Secondary College;Dandenong North;26
2013;300;Lyndhurst Secondary College;Cranbourne;24
2013;301;MacKillop Catholic Regional College;Werribee;30
2013;302;Macleod College;Macleod;27
2013;303;Macrobertson Girls High School;Melbourne;38
2013;304;Maffra Secondary College;Maffra;28
2013;305;Mallacoota P-12 College;Mallacoota;25
2013;306;Malvern Russian Community School;Malvern East;N/A
2013;307;Manangatang P-12 College;Manangatang;31
2013;308;Manor Lakes P-12 College;Wyndham Vale;26
2013;309;Mansfield Secondary College;Mansfield;29
2013;310;Maranatha Christian School;Endeavour Hills;29
2013;311;Marcellin College;Bulleen;31
2013;312;Marian College Ararat;Ararat;24
2013;313;Marian College Myrtleford;Myrtleford;28
2013;314;Marian College Sunshine West;Sunshine West;30
2013;315;Maribyrnong Secondary College;Maribyrnong;30
2013;316;Marist Sion College;Warragul;31
2013;317;Mary MacKillop Catholic College;Leongatha;29
2013;318;Maryborough Education Centre;Maryborough;24
2013;319;Marymede Catholic College;South Morang;28
2013;320;Mater Christi College;Belgrave;32
2013;321;Matthew Flinders Girls Secondary College;Geelong;28
2013;322;Mazenod College;Mulgrave;33
2013;323;MBCTA Youth Theatre;Boronia;N/A
2013;324;McClelland Secondary College;Frankston;28
2013;325;McGuire College;Shepparton;23
2013;326;McKinnon Secondary College;McKinnon;33
2013;327;Melba Secondary College;Croydon;25
2013;328;Melbourne Baptist Chinese School;Kew East;N/A
2013;329;Melbourne Chinese Ethnic School;Wantirna;N/A
2013;330;Melbourne Girls College;Richmond;33
2013;331;Melbourne Girls Grammar;South Yarra;35
2013;332;Melbourne Grammar School;Melbourne;35
2013;333;Melbourne High School;South Yarra;37
2013;334;Melbourne International School of Japanese;Oakleigh South;N/A
2013;335;Melbourne Rudolf Steiner School;Warranwood;31
2013;336;Melbourne Senior Secondary College;Melbourne;18
2013;337;Melbourne Swedish Community School Association;Toorak;N/A
2013;338;Melton Christian College;Brookfield;28
2013;339;Melton Secondary College;Melton;23
2013;340;Mentone Girls Grammar School;Mentone;35
2013;341;Mentone Girls Secondary College;Mentone;31
2013;342;Mentone Grammar School;Mentone;33
2013;343;Mercy College;Coburg;29
2013;344;Mercy Regional College;Camperdown;29
2013;345;Merinda Park Learning Centre;Cranbourne North;0
2013;346;Methodist Ladies College;Kew;35
2013;347;Michelle Rae School of Dance;Mount Waverley;N/A
2013;348;Mildura Senior College;Mildura;28
2013;349;Mill Park Secondary College;Epping;26
2013;350;Minaret College Springvale;Springvale;27
2013;351;Mirboo North Secondary College;Mirboo North;28
2013;352;Monbulk College;Monbulk;28
2013;353;Monivae College;Hamilton;29
2013;354;Monterey Secondary College;Frankston North;20
2013;355;Montmorency Secondary College;Montmorency;28
2013;356;Mooroolbark College;Mooroolbark;28
2013;357;Mooroopna Secondary College;Mooroopna;24
2013;358;Mordialloc College;Mordialloc;29
2013;359;Mornington Secondary College;Mornington;27
2013;360;Morrison House;Mount Evelyn;0
2013;361;Mortlake College;Mortlake;28
2013;362;Mount Alexander 7-12 College;Flemington;28
2013;363;Mount Beauty Secondary College;Mount Beauty;32
2013;364;Mount Clear College;Mount Clear;27
2013;365;Mount Eliza Secondary College;Mount Eliza;29
2013;366;Mount Erin College;Frankston South;27
2013;367;Mount Evelyn Christian School;Mount Evelyn;32
2013;368;Mount Hira College;Keysborough;27
2013;369;Mount Lilydale Mercy College;Lilydale;30
2013;370;Mount Martha School of Dance;Mount Martha;N/A
2013;371;Mount Rowan Secondary College;Wendouree;23
2013;372;Mount Scopus Memorial College;Burwood;37
2013;373;Mount St Joseph Girls College;Altona;31
2013;374;Mount Waverley Secondary College;Mount Waverley;32
2013;375;Mountain District Christian School;Monbulk;30
2013;376;Mountain District Learning Centre;Ferntree Gully;22
2013;377;Mullauna College;Mitcham;27
2013;378;Murrayville Community College;Murrayville;28
2013;379;Murtoa P-12 College;Murtoa;31
2013;380;Myrtleford P-12 College;Myrtleford;31
2013;381;Nagle College;Bairnsdale;28
2013;382;Narre Community Learning Centre;Narre Warren;0
2013;383;Narre Warren South P-12 College;Narre Warren South;31
2013;384;Nathalia Secondary College;Nathalia;25
2013;385;Nazareth College;Noble Park North;29
2013;386;Neerim District Secondary College;Neerim South;26
2013;387;New Century Chinese Language School;Burwood East;N/A
2013;388;New Chinese Language and Culture School Box Hill;Box Hill;N/A
2013;389;Newcomb Secondary College;Newcomb;23
2013;390;Newhaven College;Rhyll;30
2013;391;Nhill College;Nhill;30
2013;392;Noble Park Secondary College;Noble Park;26
2013;393;North Geelong Secondary College;Geelong North;22
2013;394;Northcote High School;Northcote;30
2013;395;Northern Bay P-12 College;Corio;23
2013;396;Northern College of Arts and Technology;Preston;23
2013;397;Northern Melbourne Institute of TAFE;Preston;0
2013;398;Northside Christian College;Bundoora;31
2013;399;Norwood Secondary College;Ringwood;28
2013;400;Nossal High School;Berwick;35
2013;401;Notre Dame College;Shepparton;28
2013;402;Numurkah Secondary College;Numurkah;29
2013;403;Nunawading Christian College;Nunawading;33
2013;404;Oakleigh Grammar;Oakleigh;31
2013;405;Oberon High School;Armstrong Creek;29
2013;406;Omiros College Oakleigh South;Oakleigh South;N/A
2013;407;Orbost Secondary College;Orbost;27
2013;408;Our Lady of Mercy College;Heidelberg;34
2013;409;Our Lady of Sacred Heart College;Bentleigh;32
2013;410;Our Lady of Sion College;Box Hill;33
2013;411;Ouyen Secondary College;Ouyen;32
2013;412;Overnewton Anglican College;Keilor;30
2013;413;Oxley Christian College;Chirnside Park;33
2013;414;Ozford College;Melbourne;22
2013;415;Padua College;Mornington;31
2013;416;Pakenham Secondary College;Pakenham;25
2013;417;Parade College;Bundoora;30
2013;418;Parish of St Vasilios Brunswick Greek Language School;Brunswick;N/A
2013;419;Parkdale Secondary College;Mordialloc;29
2013;420;Pascoe Vale Girls Secondary College;Pascoe Vale;29
2013;421;Patterson River Secondary College;Seaford;28
2013;422;Peninsula Grammar;Mount Eliza;33
2013;423;Peninsula Grammar Nanjing Foreign Language School;Nanjing, China;N/A
2013;424;Peninsula Training and Employment;Rosebud;0
2013;425;Penleigh and Essendon Grammar School;Keilor East;36
2013;426;Penola Catholic College;Broadmeadows;28
2013;427;Peter Lalor Secondary College;Lalor;0
2013;428;Philippine Language School of Victoria;Braybrook;N/A
2013;429;Phoenix P-12 Community College;Sebastopol;26
2013;430;Plenty Valley Christian College;Doreen;29
2013;431;Point Cook Senior Secondary College;Point Cook;27
2013;432;Portland Secondary College;Portland;29
2013;433;Prahran Community Learning Centre;Prahran;0
2013;434;Presbyterian Ladies College;Burwood;36
2013;435;Presentation College;Windsor;30
2013;436;Preshil The Margaret Lyttle Memorial School;Kew;29
2013;437;Preston Girls Secondary College;Preston;26
2013;438;Preston Reservoir Adult Community Education;Reservoir;0
2013;439;Princes Hill Secondary College;Princes Hill;33
2013;440;Rainbow P-12 College;Rainbow;29
2013;441;Red Cliffs Secondary College;Red Cliffs;26
2013;442;Reservoir High School;Reservoir;27
2013;443;Ringwood Secondary College;Ringwood;30
2013;444;RMIT TAFE;Melbourne;26
2013;445;Robinvale College;Robinvale;26
2013;446;Rochester Secondary College;Rochester;29
2013;447;Romanian Community Ethnic School North Melbourne;North Melbourne;N/A
2013;448;Rosebud Secondary College;Rosebud;28
2013;449;Rosehill Secondary College;Niddrie;28
2013;450;Rowville Secondary College;Rowville;27
2013;451;Roxburgh College;Roxburgh Park;25
2013;452;Rushworth P-12 College;Rushworth;25
2013;453;Rutherglen High School;Rutherglen;28
2013;454;Ruyton Girls School;Kew;36
2013;455;Sacre Coeur;Glen Iris;37
2013;456;Sacred Heart College Geelong;Newtown;33
2013;457;Sacred Heart College Kyneton;Kyneton;30
2013;458;Sacred Heart College Yarrawonga;Yarrawonga;28
2013;459;Sacred Heart Girls College;Hughesdale;34
2013;460;Saint Anthonys Greek School;Sunshine West;N/A
2013;461;Saint Ignatius College;Drysdale;31
2013;462;Sale College;Sale;28
2013;463;Salesian College Chadstone;Chadstone;31
2013;464;Salesian College Sunbury;Sunbury;30
2013;465;Sandringham College;Sandringham;29
2013;466;Santa Maria College;Northcote;31
2013;467;Scoresby Secondary College;Scoresby;24
2013;468;Scotch College;Hawthorn;36
2013;469;Serbian Ethnic School Vuk Karadzic;St Albans;N/A
2013;470;Seymour College;Seymour;28
2013;471;Shelford Girls Grammar;Caulfield;36
2013;472;Shepparton Adult and Community Education;Shepparton;0
2013;473;Shepparton Christian College;Shepparton;30
2013;474;Shepparton High School;Shepparton;26
2013;475;Sherbrooke Community School;Sassafras;22
2013;476;Siena College;Camberwell;34
2013;477;Simonds Catholic College;Fitzroy North;30
2013;478;Sirius College Broadmeadows Campus;Broadmeadows;31
2013;479;Sirius College Dandenong Campus;Keysborough;29
2013;480;Sirius College Meadow Fair Campus;Broadmeadows;30
2013;481;Skillsplus;Frankston;0
2013;482;Somerville Secondary College;Somerville;24
2013;483;South Coast Christian College;Leongatha;25
2013;484;South Gippsland Secondary College;Foster;27
2013;485;South Oakleigh Secondary College;Oakleigh South;28
2013;486;South West Institute of TAFE;Warrnambool;19
2013;487;Southern Grampians Adult Education;Hamilton;0
2013;488;Springvale Indo-Chinese Ethnic School Inc.;Springvale South;N/A
2013;489;St Albans Secondary College;St Albans;29
2013;490;St Aloysius College;North Melbourne;31
2013;491;St Andrews Christian College;Wantirna South;31
2013;492;St Arnaud Secondary College;St Arnaud;29
2013;493;St Augustines College;Kyabram;30
2013;494;St Bedes College;Mentone;32
2013;495;St Bernards College;Essendon;32
2013;496;St Brigids College;Horsham;28
2013;497;St Catherines School;Toorak;37
2013;498;St Columbas College;Essendon;33
2013;499;St Francis Xavier College;Beaconsfield;29
2013;500;St Helena Secondary College;Eltham North;30
2013;501;St Johns Greek Orthodox College;Preston;29
2013;502;St Johns Greek Orthodox College Saturday School;Preston;N/A
2013;503;St Johns Regional College;Dandenong;28
2013;504;St Josephs College Echuca;Echuca;27
2013;505;St Josephs College Ferntree Gully;Ferntree Gully;31
2013;506;St Josephs College Geelong;Newtown;32
2013;507;St Josephs College Mildura;Mildura;28
2013;508;St Kevins College;Toorak;36
2013;509;St Leonards College;Brighton East;34
2013;510;St Margarets Berwick Grammar Berwick Campus;Berwick;34
2013;511;St Margarets Berwick Grammar Officer Campus;Officer;33
2013;512;St Mary MacKillop College;Swan Hill;29
2013;513;St Mary of the Angels College;Nathalia;28
2013;514;St Marys Coptic Orthodox College;Coolaroo;26
2013;515;St Michaels Grammar School;St Kilda;32
2013;516;St Monicas College;Epping;29
2013;517;St Nektarios Greek Orthodox Archdiocese of Australia;Fawkner;N/A
2013;518;St Patricks College;Ballarat;29
2013;519;St Pauls Anglican Grammar School;Warragul;31
2013;520;St Peters College;Cranbourne;27
2013;521;St Thomas Aquinas College;Tynong;28
2013;522;Standing Ovation School of Performing Arts;Warragul;N/A
2013;523;Star of the Sea College;Brighton;34
2013;524;Staughton College;Melton South;26
2013;525;Stawell Secondary College;Stawell;26
2013;526;Stotts Colleges Melbourne;Melbourne;29
2013;527;Strathcona Girls Grammar School;Canterbury;36
2013;528;Strathmore Secondary College;Strathmore;32
2013;529;Sunbury College;Sunbury;26
2013;530;Sunbury Downs Secondary College;Sunbury;28
2013;531;Sunraysia Institute of TAFE;Mildura;0
2013;532;Sunshine College;Sunshine West;28
2013;533;Surf Coast Secondary College;Torquay;36
2013;534;Suzanne Cory High School;Werribee;36
2013;535;Swan Hill College;Swan Hill;27
2013;536;Swifts Creek P-12 School;Swifts Creek;31
2013;537;Swinburne Senior Secondary College;Hawthorn;27
2013;538;Swinburne University of Technology TAFE Croydon;Croydon;0
2013;539;Sydney Road Community School;Brunswick;19
2013;540;Tallangatta Secondary College;Tallangatta;27
2013;541;Tarneit Senior College;Tarneit;33
2013;542;Taylors College;Melbourne;29
2013;543;Taylors Lakes Secondary College;Taylors Lakes;28
2013;544;Templestowe College;Templestowe Lower;26
2013;545;Terang College Secondary Campus;Terang;29
2013;546;The Centre;Wangaratta;0
2013;547;The Geelong College;Newtown;34
2013;548;The Grange P-12 College;Hoppers Crossing;26
2013;549;The Hamilton and Alexandra College;Hamilton;31
2013;550;The Hungarian Language School;Wantirna;N/A
2013;551;The Kilmore International School;Kilmore;N/A
2013;552;The King David School;Armadale;36
2013;553;The Knox School;Wantirna South;32
2013;554;The Pushkin Lyceum Russian Community School;Elwood;N/A
2013;555;Thomas Carr College;Tarneit;26
2013;556;Thomastown Secondary College;Thomastown;24
2013;557;Thornbury High School;Thornbury;27
2013;558;Timboon P-12 School;Timboon;26
2013;559;Tintern Schools Senior College;Ringwood East;32
2013;560;Toorak College;Mount Eliza;35
